"year" "country" "new.onset" "warl" "gdpenl" "lpopl1" "lmtnest" "ncontig" "Oil" "nwstate" "instab" "polity2l" "ethfrac" "relfrac"
"4940" 1948 "JORDAN" 0 0  0.488  7.037028 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4941" 1949 "JORDAN" 0 0  0.531  7.058758 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4942" 1950 "JORDAN" 0 0  0.591  7.089243 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4943" 1951 "JORDAN" 0 0  0.644  7.036149 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4944" 1952 "JORDAN" 0 0  0.611  7.151485 2.72129536 0 0 0 1  -4 0.046628594 0.11479998
"4945" 1953 "JORDAN" 0 0  0.659  7.182352 2.72129536 0 0 0 1  -1 0.046628594 0.11479998
"4946" 1954 "JORDAN" 0 0  0.693  7.215240 2.72129536 0 0 0 1  -1 0.046628594 0.11479998
"4947" 1955 "JORDAN" 0 0  0.762  7.247793 2.72129536 0 0 0 1  -1 0.046628594 0.11479998
"4948" 1956 "JORDAN" 0 0  0.650  7.277248 2.72129536 0 0 0 0  -1 0.046628594 0.11479998
"4949" 1957 "JORDAN" 0 0  0.857  7.311218 2.72129536 0 0 0 0  -1 0.046628594 0.11479998
"4950" 1958 "JORDAN" 0 0  0.854  7.343426 2.72129536 0 0 0 1  -9 0.046628594 0.11479998
"4951" 1959 "JORDAN" 0 0  0.933  7.375256 2.72129536 0 0 0 1  -9 0.046628594 0.11479998
"4952" 1960 "JORDAN" 0 0  1.137  7.405496 2.72129536 0 0 0 1  -9 0.046628594 0.11479998
"4953" 1961 "JORDAN" 0 0  1.162  7.435438 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4954" 1962 "JORDAN" 0 0  1.309  7.464510 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4955" 1963 "JORDAN" 0 0  1.306  7.493874 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4956" 1964 "JORDAN" 0 0  1.377  7.522941 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4957" 1965 "JORDAN" 0 0  1.488  7.552238 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4958" 1966 "JORDAN" 0 0  1.604  7.581720 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4959" 1967 "JORDAN" 0 0  1.644  7.613325 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4960" 1968 "JORDAN" 0 0  1.723  7.644919 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4961" 1969 "JORDAN" 0 0  1.655  7.676937 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4962" 1970 "JORDAN" 1 0  1.678  7.708411 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4963" 1971 "JORDAN" 0 1  1.422  7.740230 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4964" 1972 "JORDAN" 0 0  2.064  7.361375 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4965" 1973 "JORDAN" 0 0  2.173  7.398786 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4966" 1974 "JORDAN" 0 0  2.054  7.432484 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4967" 1975 "JORDAN" 0 0  1.974  7.466228 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4968" 1976 "JORDAN" 0 0  2.093  7.501082 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4969" 1977 "JORDAN" 0 0  2.514  7.536897 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4970" 1978 "JORDAN" 0 0  2.726  7.574045 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4971" 1979 "JORDAN" 0 0  3.109  7.612337 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4972" 1980 "JORDAN" 0 0  3.219  7.650169 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4973" 1981 "JORDAN" 0 0  3.384  7.687539 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4974" 1982 "JORDAN" 0 0  3.728  7.725330 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4975" 1983 "JORDAN" 0 0  3.936  7.763446 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4976" 1984 "JORDAN" 0 0  3.595  7.802209 2.72129536 0 0 0 0 -10 0.046628594 0.11479998
"4977" 1985 "JORDAN" 0 0  3.543  7.841100 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4978" 1986 "JORDAN" 0 0  3.561  7.880048 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4979" 1987 "JORDAN" 0 0  3.789  7.917172 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4980" 1988 "JORDAN" 0 0  3.649  7.953670 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4981" 1989 "JORDAN" 0 0  3.512  7.988882 2.72129536 0 0 0 0  -9 0.046628594 0.11479998
"4982" 1990 "JORDAN" 0 0  2.993  8.024862 2.72129536 0 0 0 1  -4 0.046628594 0.11479998
"4983" 1991 "JORDAN" 0 0  2.919  8.094989 2.72129536 0 0 0 1  -4 0.046628594 0.11479998
"4984" 1992 "JORDAN" 0 0  2.658  8.329659 2.72129536 0 0 0 1  -4 0.046628594 0.11479998
"4985" 1993 "JORDAN" 0 0  2.999  8.364042 2.72129536 0 0 0 0  -2 0.046628594 0.11479998
"4986" 1994 "JORDAN" 0 0  2.999  8.270251 2.72129536 0 0 0 0  -2 0.046628594 0.11479998
"4987" 1995 "JORDAN" 0 0  3.028  8.309145 2.72129536 0 0 0 0  -2 0.046628594 0.11479998
"4988" 1996 "JORDAN" 0 0  3.119  8.341649 2.72129536 0 0 0 0  -2 0.046628594 0.11479998
"4989" 1997 "JORDAN" 0 0  3.088  8.369674 2.72129536 0 0 0 0  -2 0.046628594 0.11479998
"4990" 1998 "JORDAN" 0 0  3.087  8.397697 2.72129536 0 0 0 0  -2 0.046628594 0.11479998
"4991" 1999 "JORDAN" 0 0  3.083  8.425722 2.72129536 0 0 0 0  -2 0.046628594 0.11479998
"4994" 1950 "ISRAEL" 0 0  2.145  6.971669 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"4995" 1951 "ISRAEL" 0 0  2.312  7.137279 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"4996" 1952 "ISRAEL" 0 0  2.398  7.323831 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"4997" 1953 "ISRAEL" 0 0  2.654  7.382124 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"4998" 1954 "ISRAEL" 0 0  2.362  7.347300 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"4999" 1955 "ISRAEL" 0 0  2.607  7.408531 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5000" 1956 "ISRAEL" 0 0  2.810  7.466228 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5001" 1957 "ISRAEL" 0 0  2.948  7.507141 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5002" 1958 "ISRAEL" 0 0  3.046  7.546446 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5003" 1959 "ISRAEL" 0 0  3.145  7.584773 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5004" 1960 "ISRAEL" 0 0  3.376  7.621195 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5005" 1961 "ISRAEL" 0 0  3.477  7.656337 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5006" 1962 "ISRAEL" 0 0  3.781  7.689371 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5007" 1963 "ISRAEL" 0 0  3.975  7.737616 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5008" 1964 "ISRAEL" 0 0  4.185  7.774436 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5009" 1965 "ISRAEL" 0 0  4.445  7.813996 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5010" 1966 "ISRAEL" 0 0  4.644  7.848934 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5011" 1967 "ISRAEL" 0 0  4.528  7.874359 0.99325180 0 0 0 0  10 0.199137568 0.33620000
"5012" 1968 "ISRAEL" 0 0  4.494  7.917536 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5013" 1969 "ISRAEL" 0 0  5.121  7.938446 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5014" 1970 "ISRAEL" 0 0  5.701  7.964503 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5015" 1971 "ISRAEL" 0 0  6.004  7.997663 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5016" 1972 "ISRAEL" 0 0  6.457  8.029107 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5017" 1973 "ISRAEL" 0 0  7.126  8.054523 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5018" 1974 "ISRAEL" 0 0  7.156  8.094989 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5019" 1975 "ISRAEL" 0 0  7.399  8.124743 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5020" 1976 "ISRAEL" 0 0  7.494  8.147577 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5021" 1977 "ISRAEL" 0 0  7.355  8.169903 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5022" 1978 "ISRAEL" 0 0  7.129  8.192294 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5023" 1979 "ISRAEL" 0 0  7.323  8.213382 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5024" 1980 "ISRAEL" 0 0  7.557  8.239065 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5025" 1981 "ISRAEL" 0 0  7.895  8.263075 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5026" 1982 "ISRAEL" 0 0  8.131  8.282989 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5027" 1983 "ISRAEL" 0 0  8.127  8.301770 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5028" 1984 "ISRAEL" 0 0  8.259  8.319961 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5029" 1985 "ISRAEL" 0 0  8.198  8.333030 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5030" 1986 "ISRAEL" 0 0  8.310  8.350666 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5031" 1987 "ISRAEL" 0 0  8.559  8.366138 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5032" 1988 "ISRAEL" 0 0  9.039  8.382290 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5033" 1989 "ISRAEL" 0 0  9.070  8.398860 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5034" 1990 "ISRAEL" 0 0  8.960  8.415825 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5035" 1991 "ISRAEL" 0 0  9.298  8.446771 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5036" 1992 "ISRAEL" 0 0  9.524  8.506334 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5037" 1993 "ISRAEL" 0 0  9.843  8.540519 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5038" 1994 "ISRAEL" 0 0 10.117  8.568076 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5039" 1995 "ISRAEL" 0 0 10.542  8.593969 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5040" 1996 "ISRAEL" 0 0 10.984  8.620652 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5041" 1997 "ISRAEL" 0 0 11.241  8.646817 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5042" 1998 "ISRAEL" 0 0 11.317  8.671801 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5043" 1999 "ISRAEL" 0 0 11.367  8.694680 0.99325180 0 0 0 0   9 0.199137568 0.33620000
"5046" 1947 "SAUDI ARABIA" 0 0  2.154  8.201660 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5047" 1948 "SAUDI ARABIA" 0 0  2.400  8.219326 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5048" 1949 "SAUDI ARABIA" 0 0  2.339  8.237215 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5049" 1950 "SAUDI ARABIA" 0 0  2.378  8.254529 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5050" 1951 "SAUDI ARABIA" 0 0  2.379  8.272826 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5051" 1952 "SAUDI ARABIA" 0 0  3.522  8.291296 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5052" 1953 "SAUDI ARABIA" 0 0  3.203  8.309923 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5053" 1954 "SAUDI ARABIA" 0 0  3.108  8.328692 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5054" 1955 "SAUDI ARABIA" 0 0  3.846  8.347827 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5055" 1956 "SAUDI ARABIA" 0 0  3.691  8.367533 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5056" 1957 "SAUDI ARABIA" 0 0  2.990  8.387540 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5057" 1958 "SAUDI ARABIA" 0 0  3.087  8.408271 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5058" 1959 "SAUDI ARABIA" 0 0  3.508  8.429454 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5059" 1960 "SAUDI ARABIA" 0 0  4.446  8.451267 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5060" 1961 "SAUDI ARABIA" 0 0  3.884  8.312626 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5061" 1962 "SAUDI ARABIA" 0 0  4.255  8.344980 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5062" 1963 "SAUDI ARABIA" 0 0  4.336  8.377471 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5063" 1964 "SAUDI ARABIA" 0 0  4.838  8.410053 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5064" 1965 "SAUDI ARABIA" 0 0  5.398  8.442470 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5065" 1966 "SAUDI ARABIA" 0 0  5.991  8.474912 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5066" 1967 "SAUDI ARABIA" 0 0  6.461  8.511175 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5067" 1968 "SAUDI ARABIA" 0 0  6.614  8.547335 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5068" 1969 "SAUDI ARABIA" 0 0  6.923  8.583543 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5069" 1970 "SAUDI ARABIA" 0 0  7.151  8.619930 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5070" 1971 "SAUDI ARABIA" 0 0  7.838  8.656085 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5071" 1972 "SAUDI ARABIA" 0 0  8.756  8.699015 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5072" 1973 "SAUDI ARABIA" 0 0  9.972  8.744328 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5073" 1974 "SAUDI ARABIA" 0 0 11.445  8.791638 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5074" 1975 "SAUDI ARABIA" 0 0 12.804  8.840001 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5075" 1976 "SAUDI ARABIA" 0 0 11.714  8.888895 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5076" 1977 "SAUDI ARABIA" 0 0 11.677  8.938138 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5077" 1978 "SAUDI ARABIA" 0 0 12.554  8.987197 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5078" 1979 "SAUDI ARABIA" 0 0 12.512  9.037177 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5079" 1980 "SAUDI ARABIA" 0 0 13.133  9.089867 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5080" 1981 "SAUDI ARABIA" 0 0 13.750  9.145482 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5081" 1982 "SAUDI ARABIA" 0 0 13.766  9.202611 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5082" 1983 "SAUDI ARABIA" 0 0 13.119  9.260082 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5083" 1984 "SAUDI ARABIA" 0 0 10.216  9.316680 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5084" 1985 "SAUDI ARABIA" 0 0  9.199  9.371609 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5085" 1986 "SAUDI ARABIA" 0 0  8.313  9.423757 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5086" 1987 "SAUDI ARABIA" 0 0  7.277  9.472013 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5087" 1988 "SAUDI ARABIA" 0 0  7.300  9.518707 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5088" 1989 "SAUDI ARABIA" 0 0  7.075  9.547955 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5089" 1990 "SAUDI ARABIA" 0 0  6.885  9.577411 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5090" 1991 "SAUDI ARABIA" 0 0  7.154  9.607101 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5091" 1992 "SAUDI ARABIA" 0 0  7.662  9.594991 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5092" 1993 "SAUDI ARABIA" 0 0  7.628  9.675331 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5093" 1994 "SAUDI ARABIA" 0 0  7.383  9.763363 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5094" 1995 "SAUDI ARABIA" 0 0  7.227  9.817276 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5095" 1996 "SAUDI ARABIA" 0 0  7.072  9.851089 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5096" 1997 "SAUDI ARABIA" 0 0  6.985  9.873492 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5097" 1998 "SAUDI ARABIA" 0 0  6.987  9.906765 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5098" 1999 "SAUDI ARABIA" 0 0  6.915  9.939768 2.52572870 0 1 0 0 -10 0.058579504 0.13319999
"5101" 1947 "YEMEN ARAB REP." 0 0  0.051  8.042378 3.33932209 0 0 0 1  -9 0.037243664 0.63999999
"5102" 1948 "YEMEN ARAB REP." 1 0  0.050  8.061172 3.33932209 0 0 0 1  -7 0.037243664 0.63999999
"5103" 1949 "YEMEN ARAB REP." 0 1  0.049  8.074649 3.33932209 0 0 0 1  -6 0.037243664 0.63999999
"5104" 1950 "YEMEN ARAB REP." 0 0  0.049  8.094989 3.33932209 0 0 0 1  -6 0.037243664 0.63999999
"5105" 1951 "YEMEN ARAB REP." 0 0  0.048  8.108924 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5106" 1952 "YEMEN ARAB REP." 0 0  0.075  8.123261 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5107" 1953 "YEMEN ARAB REP." 0 0  0.074  8.141190 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5108" 1954 "YEMEN ARAB REP." 0 0  0.073  8.160519 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5109" 1955 "YEMEN ARAB REP." 0 0  0.072  8.180881 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5110" 1956 "YEMEN ARAB REP." 0 0  0.154  8.201385 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5111" 1957 "YEMEN ARAB REP." 0 0  0.103  8.221747 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5112" 1958 "YEMEN ARAB REP." 0 0  0.078  8.241703 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5113" 1959 "YEMEN ARAB REP." 0 0  0.118  8.261785 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5114" 1960 "YEMEN ARAB REP." 0 0  0.145  8.282483 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5115" 1961 "YEMEN ARAB REP." 0 0  0.133  8.303752 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5116" 1962 "YEMEN ARAB REP." 1 0  0.151  8.325790 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5117" 1963 "YEMEN ARAB REP." 0 1  0.146  8.348537 3.33932209 0 0 0 1   0 0.037243664 0.63999999
"5118" 1964 "YEMEN ARAB REP." 0 1  0.154  8.370547 3.33932209 0 0 0 1   0 0.037243664 0.63999999
"5119" 1965 "YEMEN ARAB REP." 0 1  0.174  8.391403 3.33932209 0 0 0 1   0 0.037243664 0.63999999
"5120" 1966 "YEMEN ARAB REP." 0 1  0.172  8.410053 3.33932209 0 0 0 0   0 0.037243664 0.63999999
"5121" 1967 "YEMEN ARAB REP." 0 1  0.162  8.426612 3.33932209 0 0 0 1  -3 0.037243664 0.63999999
"5122" 1968 "YEMEN ARAB REP." 0 1  0.170  8.441392 3.33932209 0 0 0 1  -3 0.037243664 0.63999999
"5123" 1969 "YEMEN ARAB REP." 0 1  0.207  8.455317 3.33932209 0 0 0 1  -3 0.037243664 0.63999999
"5124" 1970 "YEMEN ARAB REP." 0 1  0.211  8.469053 3.33932209 0 0 0 0  -3 0.037243664 0.63999999
"5125" 1971 "YEMEN ARAB REP." 0 0  0.214  8.483843 3.33932209 0 0 0 0  -3 0.037243664 0.63999999
"5126" 1972 "YEMEN ARAB REP." 0 0  0.266  8.499436 3.33932209 0 0 0 0  -3 0.037243664 0.63999999
"5127" 1973 "YEMEN ARAB REP." 0 0  0.294  8.515992 3.33932209 0 0 0 0  -3 0.037243664 0.63999999
"5128" 1974 "YEMEN ARAB REP." 0 0  0.336  8.533461 3.33932209 0 0 0 0  -3 0.037243664 0.63999999
"5129" 1975 "YEMEN ARAB REP." 0 0  0.346  8.552175 3.33932209 0 0 0 0  -4 0.037243664 0.63999999
"5130" 1976 "YEMEN ARAB REP." 0 0  0.486  8.572060 3.33932209 0 0 0 0  -4 0.037243664 0.63999999
"5131" 1977 "YEMEN ARAB REP." 0 0  0.541  8.593228 3.33932209 0 0 0 0  -4 0.037243664 0.63999999
"5132" 1978 "YEMEN ARAB REP." 0 0  0.597  8.615770 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5133" 1979 "YEMEN ARAB REP." 0 0  0.525  8.639057 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5134" 1980 "YEMEN ARAB REP." 0 0  0.579  8.653820 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5135" 1981 "YEMEN ARAB REP." 0 0  0.712  8.668540 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5136" 1982 "YEMEN ARAB REP." 0 0  0.698  8.793612 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5137" 1983 "YEMEN ARAB REP." 0 0  0.776  8.829665 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5138" 1984 "YEMEN ARAB REP." 0 0  0.914  8.865594 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5139" 1985 "YEMEN ARAB REP." 0 0  0.945  8.901775 3.33932209 0 0 0 0  -6 0.037243664 0.63999999
"5140" 1986 "YEMEN ARAB REP." 0 0  0.974  8.938663 3.33932209 0 1 0 0  -6 0.037243664 0.63999999
"5141" 1987 "YEMEN ARAB REP." 0 0  1.196  8.976009 3.33932209 0 1 0 0  -6 0.037243664 0.63999999
"5142" 1988 "YEMEN ARAB REP." 0 0  1.255  9.013474 3.33932209 0 1 0 0  -6 0.037243664 0.63999999
"5143" 1989 "YEMEN ARAB REP." 0 0  1.254  9.051228 3.33932209 0 1 0 0  -5 0.037243664 0.63999999
"5144" 1990 "YEMEN ARAB REP." 0 0  1.244  9.088964 3.33932209 0 1 0 0  -5 0.037243664 0.63999999
"5145" 1990 "YEMEN" 0 0  1.678  9.326344 3.33932209 1 0 1 0  -5 0.059999999 0.61220002
"5146" 1991 "YEMEN" 0 0  1.678  9.326344 3.33932209 1 0 1 1  -5 0.059999999 0.61220002
"5147" 1992 "YEMEN" 0 0  1.642  9.359622 3.33932209 1 1 0 1  -4 0.059999999 0.61220002
"5155" 1967 "YEMEN PEOP. REP." 0 0  2.083  7.185387 3.33932209 0 0 1 0  -5 0.172264218 0.09500003
"5156" 1968 "YEMEN PEOP. REP." 0 0  2.083  7.185387 3.33932209 0 0 1 0  -5 0.172264218 0.09500003
"5157" 1969 "YEMEN PEOP. REP." 0 0  2.382  7.215240 3.33932209 0 0 0 0  -5 0.172264218 0.09500003
"5158" 1970 "YEMEN PEOP. REP." 0 0  2.778  7.242798 3.33932209 0 0 0 0  -5 0.172264218 0.09500003
"5159" 1971 "YEMEN PEOP. REP." 0 0  2.772  7.265429 3.33932209 0 0 0 0  -6 0.172264218 0.09500003
"5160" 1972 "YEMEN PEOP. REP." 0 0  1.658  7.296413 3.33932209 0 0 0 0  -6 0.172264218 0.09500003
"5161" 1973 "YEMEN PEOP. REP." 0 0  1.827  7.323171 3.33932209 0 0 0 0  -6 0.172264218 0.09500003
"5162" 1974 "YEMEN PEOP. REP." 0 0  2.116  7.362010 3.33932209 0 0 0 0  -6 0.172264218 0.09500003
"5163" 1975 "YEMEN PEOP. REP." 0 0  2.022  7.398174 3.33932209 0 0 0 0  -7 0.172264218 0.09500003
"5164" 1976 "YEMEN PEOP. REP." 0 0  1.895  7.432484 3.33932209 0 0 0 0  -7 0.172264218 0.09500003
"5165" 1977 "YEMEN PEOP. REP." 0 0  2.041  7.466799 3.33932209 0 0 0 0  -7 0.172264218 0.09500003
"5166" 1978 "YEMEN PEOP. REP." 0 0  2.085  7.493874 3.33932209 0 0 0 0  -7 0.172264218 0.09500003
"5167" 1979 "YEMEN PEOP. REP." 0 0  2.128  7.524561 3.33932209 0 0 0 0  -8 0.172264218 0.09500003
"5168" 1980 "YEMEN PEOP. REP." 0 0  2.169  7.554859 3.33932209 0 0 0 0  -8 0.172264218 0.09500003
"5169" 1981 "YEMEN PEOP. REP." 0 0  2.161  7.585281 3.33932209 0 0 0 0  -8 0.172264218 0.09500003
"5170" 1982 "YEMEN PEOP. REP." 0 0  2.409  7.577122 3.33932209 0 0 0 0  -8 0.172264218 0.09500003
"5171" 1983 "YEMEN PEOP. REP." 0 0  2.928  7.602901 3.33932209 0 0 0 0  -8 0.172264218 0.09500003
"5172" 1984 "YEMEN PEOP. REP." 0 0  2.602  7.628518 3.33932209 0 0 0 0  -8 0.172264218 0.09500003
"5173" 1985 "YEMEN PEOP. REP." 0 0  2.732  7.653969 3.33932209 0 0 0 0  -8 0.172264218 0.09500003
"5174" 1986 "YEMEN PEOP. REP." 1 0  2.770  7.679714 3.33932209 0 1 0 0  -8 0.172264218 0.09500003
"5175" 1987 "YEMEN PEOP. REP." 0 1  3.820  7.705263 3.33932209 0 1 0 0  -7 0.172264218 0.09500003
"5176" 1988 "YEMEN PEOP. REP." 0 1  3.944  7.731053 3.33932209 0 1 0 0  -7 0.172264218 0.09500003
"5177" 1989 "YEMEN PEOP. REP." 0 0  3.950  7.756623 3.33932209 0 1 0 0  -7 0.172264218 0.09500003
"5178" 1990 "YEMEN PEOP. REP." 0 0  4.254  7.782390 3.33932209 0 1 0 0  -7 0.172264218 0.09500003
"5182" 1964 "KUWAIT" 0 0 53.901  5.971262 0.00000000 0 1 0 0  -8 0.184686184 0.61500001
"5183" 1965 "KUWAIT" 0 0 51.989  6.066108 0.00000000 0 1 0 0  -8 0.184686184 0.61500001
